,country,name,symbol,issuer,isin,asset_class,currency,underlying
0,india,Hdfc Standard Life - Balanced Managed Investment Pension,0P0000SBP7,HDFC Standard Life Insurance Co. Ltd.,,equity,INR,
1,india,Icici Prudential Life - Balancer Fund,0P0000NQVZ,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
2,india,Hdfc Standard Life - Balanced Managed Investment Life Ii,0P0000NNER,HDFC Standard Life Insurance Co. Ltd.,,equity,INR,
3,india,Aditya Birla Sun Life - Individual Creator Fund,0P0000NNDI,Birla Sun Life Insurance Co. Ltd.,,equity,INR,
4,india,Icici Prudential Life - Multi Cap Balanced Fund,0P0000NQXG,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
5,india,Hdfc Standard Life - Balanced Managed Investment Life,0P0000NNES,HDFC Standard Life Insurance Co. Ltd.,,equity,INR,
6,india,Canara Hsbc Oriental Bank Of Commerce Life - Unit Linked Balanced Plus Fund,0P0000SELA,Canara HSBC Orient BankofCom Life Ins Co,,equity,INR,
7,india,Hdfc Standard Life - Balanced Managed Investment Pension Ii,0P0000NNF8,HDFC Standard Life Insurance Co. Ltd.,,equity,INR,
8,india,Lic Of India - Profit Plus Secure,0P0000NPCH,Life Insurance Corporation of India,,equity,INR,
9,india,Tata Aia Life - Whole Life Stable Growth Fund,0P0000NQKB,TATA AIA Life Insurance Company Limited,,equity,INR,
10,india,Icici Prudential Life - Balancer Fund Iv,0P0000NQW4,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
11,india,Kotak Mahindra Old Mutual Life - Kotak Pension Balanced Fund,0P0000NPAT,Kotak Mahindra Old Mutual Life Insu Ltd.,,equity,INR,
12,india,Icici Prudential Life - Health Flexi Balanced Fund,0P0000NQWX,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
13,india,Bharti Axa Life - Save And Grow,0P0000NNCW,Bharti AXA Life Insurance Pvt. Ltd.,,equity,INR,
14,india,Icici Prudential Life - Health Balancer Fund,0P0000NQWW,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
15,india,Hdfc Standard Life - Pension Super Plus Fund 2012,0P0000XX0C,HDFC Standard Life Insurance Co. Ltd.,,equity,INR,
16,india,Lic Of India - Profit Plus Balanced,0P0000NPCG,Life Insurance Corporation of India,,equity,INR,
17,india,Kotak Mahindra Old Mutual Life - Kotak Pension Growth Fund,0P0000NPAX,Kotak Mahindra Old Mutual Life Insu Ltd.,,equity,INR,
18,india,Aditya Birla Sun Life - Individual Pension Plan Enrich Fund,0P0000NNDS,Birla Sun Life Insurance Co. Ltd.,,equity,INR,
19,india,Max Life - Balance Fund,0P0000NPDF,Max Life Insurance Company Ltd.,,equity,INR,
20,india,Kotak Mahindra Old Mutual Life - Kotak Pension Frontline Equity Fund,0P0000NPBM,Kotak Mahindra Old Mutual Life Insu Ltd.,,equity,INR,
21,india,Uti Unit Linked Insurance Plan- Direct,0P0000XWBQ,UTI Asset Management Company Ltd,,equity,INR,
22,india,Bajaj Allianz Life - Pure Equity Fund,0P0000NQAW,Bajaj Allianz Life Insurance Company Ltd,,equity,INR,
23,india,Bharti Axa Life - Growth Opportunities Fund,0P0000NNCY,Bharti AXA Life Insurance Pvt. Ltd.,,equity,INR,
24,india,Bharti Axa Life - Save And Grow Money Pension,0P0000NND4,Bharti AXA Life Insurance Pvt. Ltd.,,equity,INR,
25,india,Bajaj Allianz Life - Equity Plus Pension,0P0000NQS0,Bajaj Allianz Life Insurance Company Ltd,,equity,INR,
26,india,Bharti Axa Life - Growth Opportunities Pension Plus Fund,0P0000S2JU,Bharti AXA Life Insurance Pvt. Ltd.,,equity,INR,
27,india,Bharti Axa Life - Build India Fund,0P0000NND3,Bharti AXA Life Insurance Pvt. Ltd.,,equity,INR,
28,india,Tata Aia Life - Super Select Equity Pension Fund,0P0000NQKL,TATA AIA Life Insurance Company Limited,,equity,INR,
29,india,Tata Aia Life - Infrastructure Fund,0P0000NQJR,TATA AIA Life Insurance Company Limited,,equity,INR,
30,india,Bharti Axa Life - Grow Money Pension Plus,0P0000NNDA,Bharti AXA Life Insurance Pvt. Ltd.,,equity,INR,
31,india,Uti Unit Linked Insurance,0P00005WL9,UTI Asset Management Company Ltd,,equity,INR,
32,india,Tata Aia Life - Future Select Equity Fund,0P0000NQKI,TATA AIA Life Insurance Company Limited,,equity,INR,
33,india,Kotak Mahindra Old Mutual Life - Kotak Pension Opportunities Fund,0P0000NPB0,Kotak Mahindra Old Mutual Life Insu Ltd.,,equity,INR,
34,india,Bharti Axa Life - Build India Pension Fund,0P0000NNDB,Bharti AXA Life Insurance Pvt. Ltd.,,equity,INR,
35,india,Bharti Axa Life - Growth Opportunities Pension,0P0000NND7,Bharti AXA Life Insurance Pvt. Ltd.,,equity,INR,
36,india,Sbi Magnum Medium Duration Fund Direct Growth,0P0000XVLH,SBI Funds Management Private Limited,INF200K01VB0,equity,INR,
37,india,Sbi Magnum Medium Duration Fund Direct Dividend Payout,0P0000XVLC,SBI Funds Management Private Limited,INF200K01UZ1,equity,INR,
38,india,Sbi Magnum Medium Duration Fund Regular Growth,0P00005URJ,SBI Funds Management Private Limited,INF200K01719,equity,INR,
39,india,Sbi Magnum Medium Duration Fund Regular Dividend Payout,0P00005URK,SBI Funds Management Private Limited,INF200K01727,equity,INR,
40,india,Sbi Life - Balanced Fund,0P0000NRF5,SBI Life Insurance Co Ltd,,equity,INR,
41,india,Lic Of India - Endowment Plus Growth,0P0000S4MT,Life Insurance Corporation of India,,equity,INR,
42,india,Bajaj Allianz Life - Pure Stock Pension Fund,0P0000NQBA,Bajaj Allianz Life Insurance Company Ltd,,equity,INR,
43,india,Uti Multi Asset Fund - Growth Option-direct,0P0000XVUQ,UTI Asset Management Company Ltd,INF789F01VE6,equity,INR,
44,india,Iinvesco India Financial Services Fund Direct Plan Dividend Payout,0P0000XVGI,Invesco Asset Management (India) Private Ltd,INF205K01KW8,equity,INR,
45,india,Uti Multi Asset Fund Regular Plan Growth,0P0000IQ4V,UTI Asset Management Company Ltd,INF789F01AP6,equity,INR,
46,india,Aditya Birla Sun Life Banking & Financial Services Direct Dividend Payout,0P00011ML1,Aditya Birla Sun Life AMC Ltd,INF209K013W3,equity,INR,
47,india,Sbi Banking & Financial Services Regular Growth,0P00015HLL,SBI Funds Management Private Limited,INF200KA1473,equity,INR,
48,india,Sbi Banking & Financial Services Direct Growth,0P00015HLN,SBI Funds Management Private Limited,INF200KA1507,equity,INR,
49,india,Uti Banking And Financial Services Fund-growth Option- Direct,0P0000XVSD,UTI Asset Management Company Ltd,INF789F01SN3,equity,INR,
50,india,Uti Banking And Financial Services Fund-direct Income Payout,0P0000XVSC,UTI Asset Management Company Ltd,INF789F01SL7,equity,INR,
51,india,Tata Banking & Financial Services Fund Direct Growth,0P00017849,Tata Asset Management Limited,INF277K01Z10,equity,INR,
52,india,Tata Banking & Financial Services Fund Regular Growth,0P00017846,Tata Asset Management Limited,INF277K01Y86,equity,INR,
53,india,Invesco India Financial Services Fund - Direct Plan - Growth,0P0000XVGN,Invesco Asset Management (India) Private Ltd,INF205K01KY4,equity,INR,
54,india,Invesco India Financial Services Fund - Growth,0P0000GB38,Invesco Asset Management (India) Private Ltd,INF205K01155,equity,INR,
55,india,Taurus Banking & Financial Services Fund - Growth Option,0P0000W3KS,Taurus Asset Management Company Limited,INF044D01BI4,equity,INR,
56,india,Sundaram Financial Services Opportunities Fund Direct Plan Growth Option,0P0000XVM5,Sundaram Asset Management Company Ltd,INF903J01NB8,equity,INR,
57,india,Sundaram Financial Services Opportunities Fund Retail Growth,0P0000GB2Y,Sundaram Asset Management Company Ltd,INF903J01629,equity,INR,
58,india,Reliance Pharma Fund - Bonus,0P00005UQE,Reliance Nippon Life Asset Management Ltd,INF204K01950,equity,INR,
59,india,Reliance Pharma Fund Dividend Payout,0P00005UQF,Reliance Nippon Life Asset Management Ltd,INF204K01935,equity,INR,
60,india,Reliance Pharma Fund - Growth,0P00005UQG,Reliance Nippon Life Asset Management Ltd,INF204K01968,equity,INR,
61,india,Nippon India Pharma Fund - Direct Plan - Bonus Plan,0P0000XVFI,Reliance Nippon Life Asset Management Ltd,INF204K01I27,equity,INR,
62,india,Nippon India Pharma Fund - Direct Plan - Growth Plan,0P0000XVFK,Reliance Nippon Life Asset Management Ltd,INF204K01I50,equity,INR,
63,india,Jm Core 11 Fund (direct) - Growth Option,0P0000XV3V,JM Financial Asset Management Limited,INF192K01BW7,equity,INR,
64,india,Nippon India Pharma Fund Direct Plan Dividend Payout Plan,0P0000XVFM,Reliance Nippon Life Asset Management Ltd,INF204K01I35,equity,INR,
65,india,Aditya Birla Sun Life Banking & Financial Services Direct Growth,0P00011MKZ,Aditya Birla Sun Life AMC Ltd,INF209K014W1,equity,INR,
66,india,Aditya Birla Sun Life Banking & Financial Services Regular Growth,0P00011MKU,Aditya Birla Sun Life AMC Ltd,INF209K011W7,equity,INR,
67,india,Aditya Birla Sun Life Banking & Financial Services Regular Dividend Payout,0P00011MKX,Aditya Birla Sun Life AMC Ltd,INF209K010W9,equity,INR,
68,india,Reliance Banking Fund - Bonus,0P00005WDH,Reliance Nippon Life Asset Management Ltd,INF204K01919,equity,INR,
69,india,Uti Multi Asset Fund Dividend Payout Option-direct,0P0000XVUU,UTI Asset Management Company Ltd,INF789F01VC0,equity,INR,
70,india,Sbi Multi Asset Allocation Fund Direct Plan Growth,0P0000XVKT,SBI Funds Management Private Limited,INF200K01TZ3,equity,INR,
71,india,Sbi Multi Asset Allocation Fund Regular Growth,0P00005US1,SBI Funds Management Private Limited,INF200K01800,equity,INR,
72,india,Tata Retirement Savings Moderate Fund Direct Plan Growth,0P0000XVPF,Tata Asset Management Limited,INF277K01QN3,equity,INR,
73,india,Tata Retirement Savings Moderate Fund Growth,0P0000UDRW,Tata Asset Management Limited,INF277K01FH8,equity,INR,
74,india,Franklin India Pension Plan - Direct - Growth,0P0000XVRF,Franklin Templeton Asst Mgmt(IND)Pvt Ltd,INF090I01JZ3,equity,INR,
75,india,Franklin India Pension Plan Direct Dividend Payout,0P0000XVRE,Franklin Templeton Asst Mgmt(IND)Pvt Ltd,INF090I01KA4,equity,INR,
76,india,Franklin India Pension Plan Dividend Payout,0P00005UX7,Franklin Templeton Asst Mgmt(IND)Pvt Ltd,INF090I01528,equity,INR,
77,india,Franklin India Pension Plan Growth,0P00005UX8,Franklin Templeton Asst Mgmt(IND)Pvt Ltd,INF090I01510,equity,INR,
78,india,Uti Multi Asset Fund Regular Plan Dividend Payout,0P0000IQ4U,UTI Asset Management Company Ltd,INF789F01AN1,equity,INR,
79,india,Tata Retirement Savings Conservative Fund Growth,0P0000UDRV,Tata Asset Management Limited,INF277K01FI6,equity,INR,
80,india,Icici Prudential Banking And Financial Services Fund Direct Plan Growth,0P0000XWA3,ICICI Prudential Asset Management Company Limited,INF109K013J1,equity,INR,
81,india,Icici Prudential Banking And Financial Services Fund Retail Growth,0P0000GB5K,ICICI Prudential Asset Management Company Limited,INF109K01BU5,equity,INR,
82,india,Icici Prudential Banking And Financial Services Fund Retail Dividend Payout,0P0000GB5M,ICICI Prudential Asset Management Company Limited,INF109K01DY3,equity,INR,
83,india,Icici Prudential Banking And Financial Services Fund Direct Plan Dividend Payout,0P0000XWA4,ICICI Prudential Asset Management Company Limited,INF109K011J5,equity,INR,
84,india,Nippon India Banking Fund Direct Plan Dividend Payout Option,0P0000XVD3,Reliance Nippon Life Asset Management Ltd,INF204K01XM5,equity,INR,
85,india,Nippon India Banking Fund - Direct Plan - Bonus,0P0000XVD8,Reliance Nippon Life Asset Management Ltd,INF204K01D22,equity,INR,
86,india,Nippon India Banking Fund - Direct Plan - Growth,0P0000XVDA,Reliance Nippon Life Asset Management Ltd,INF204K01XO1,equity,INR,
87,india,Reliance Banking Fund Dividend Payout,0P00005WDI,Reliance Nippon Life Asset Management Ltd,INF204K01893,equity,INR,
88,india,Reliance Banking Fund - Growth,0P00005WDJ,Reliance Nippon Life Asset Management Ltd,INF204K01927,equity,INR,
89,india,Tata Retirement Savings Conservative Fund Direct Plan Growth,0P0000XVPE,Tata Asset Management Limited,INF277K01QM5,equity,INR,
90,india,Jm Core 11 Fund (direct) Dividend Payout Option,0P0000XV3Y,JM Financial Asset Management Limited,INF192K01BU1,equity,INR,
91,india,Jm Large Cap Fund (direct) Half Yearly Dividend Payout Option,0P00016BM8,JM Financial Asset Management Limited,INF192K01JR0,equity,INR,
92,india,Jm Core 11 Fund Dividend Payout,0P0000ADK7,JM Financial Asset Management Limited,INF192K01551,equity,INR,
93,india,Jm Large Cap Fund Growth,0P00005WRH,JM Financial Asset Management Limited,INF192K01601,equity,INR,
94,india,Jm Large Cap Fund (direct) Quarterly Dividend Payout Option,0P00016BMB,JM Financial Asset Management Limited,INF192K01JN9,equity,INR,
95,india,Jm Large Cap Fund Dividend Payout,0P00005WRG,JM Financial Asset Management Limited,INF192K01585,equity,INR,
96,india,Sbi Healthcare Opportunities Fund Regular Growth,0P00005USJ,SBI Funds Management Private Limited,INF200K01446,equity,INR,
97,india,Jm Large Cap Fund Half Yearly Dividend Payout Option,0P00016BM6,JM Financial Asset Management Limited,INF192K01JP4,equity,INR,
98,india,Jm Large Cap Fund (direct) Annual Dividend Payout Option,0P00016BM9,JM Financial Asset Management Limited,INF192K01JU4,equity,INR,
99,india,Bajaj Allianz Life - Equity Index Fund Ii,0P0000NQ9N,Bajaj Allianz Life Insurance Company Ltd,,equity,INR,
100,india,Aditya Birla Sun Life - Individual Maximiser Fund,0P0000NNDJ,Birla Sun Life Insurance Co. Ltd.,,equity,INR,
101,india,India First Life - Equity Fund 1,0P0000V7DS,IndiaFirst Life Insurance Company Ltd.,,equity,INR,
102,india,Aditya Birla Sun Life - Foresight 5p Fund - I,0P0000TFRQ,Birla Sun Life Insurance Co. Ltd.,,equity,INR,
103,india,Bajaj Allianz Life - Equity Growth Fund Ii,0P0000NQ9M,Bajaj Allianz Life Insurance Company Ltd,,equity,INR,
104,india,Reliance Life Equity Fund 3,0P0000NPK3,Reliance Nippon Life Insurance Company Limited.,,equity,INR,
105,india,Icici Prudential Life - Dynamic P/e Fund,0P0000NQW6,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
106,india,Hdfc Standard Life - Growth Fund Investment Pension Ii,0P0000NNFC,HDFC Standard Life Insurance Co. Ltd.,,equity,INR,
107,india,Icici Prudential Life - Bluechip Fund,0P0000NQW3,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
108,india,Kotak Bluechip Dividend Payout Direct,0P0000XV5J,Kotak Mahindra Asset Management Co Ltd,INF174K01KY2,equity,INR,
109,india,Kotak Bluechip Growth Direct,0P0000XV5I,Kotak Mahindra Asset Management Co Ltd,INF174K01KW6,equity,INR,
110,india,Tata Aia Life - Life Equity Fund,0P0000NQJO,TATA AIA Life Insurance Company Limited,,equity,INR,
111,india,Kotak Bluechip Dividend Payout,0P00005WSD,Kotak Mahindra Asset Management Co Ltd,INF174K01179,equity,INR,
112,india,Jm Large Cap Fund Monthly Dividend Payout Option,0P00016BMA,JM Financial Asset Management Limited,INF192K01JH1,equity,INR,
113,india,Pnb Met Life - Multiplier,0P0000NPE9,PNB MetLife India Insurance Co. Ltd.,,equity,INR,
114,india,Jm Large Cap Fund Quarterly Dividend Payout Option,0P00016BM5,JM Financial Asset Management Limited,INF192K01JL3,equity,INR,
115,india,Jm Large Cap Fund (direct) Monthly Dividend Payout Option,0P00016BM7,JM Financial Asset Management Limited,INF192K01JJ7,equity,INR,
116,india,Uti Master Share-direct Income Payout,0P0000XVTI,UTI Asset Management Company Ltd,INF789F01UQ2,equity,INR,
117,india,Uti Mastershare Unit Regular Plan Growth,0P00005UZF,UTI Asset Management Company Ltd,INF789F01976,equity,INR,
118,india,Uti Mastershare Unit Regular Plan Dividend Payout,0P00005UZE,UTI Asset Management Company Ltd,INF189A01038,equity,INR,
119,india,Hdfc Standard Life - Blue Chip Wealth Builder,0P0000NNET,HDFC Standard Life Insurance Co. Ltd.,,equity,INR,
120,india,Kotak Mahindra Old Mutual Life - Kotak Classic Opportunities Fund,0P0000NPBB,Kotak Mahindra Old Mutual Life Insu Ltd.,,equity,INR,
121,india,Max Life - Growth Super Fund,0P0000NPDC,Max Life Insurance Company Ltd.,,equity,INR,
122,india,Hdfc Standard Life - Growth Fund Investment Life Ii,0P0000NNF0,HDFC Standard Life Insurance Co. Ltd.,,equity,INR,
123,india,Icici Prudential Life - Maximiser Fund,0P0000NQXD,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
124,india,Dsp Top 100 Equity Fund Institutional Growth,0P00009J46,DSP BlackRock Invmt Managers Pvt. Ltd.,INF740K01GE0,equity,INR,
125,india,Bajaj Allianz Life - Equity Growth Fund,0P0000NQ9T,Bajaj Allianz Life Insurance Company Ltd,,equity,INR,
126,india,Dsp Top 100 Equity Fund Direct Plan Dividend Payout,0P0000XW2W,DSP BlackRock Invmt Managers Pvt. Ltd.,INF740K01PS1,equity,INR,
127,india,Dsp Top 100 Equity Fund Institutional Dividend Payout,0P0000AEOC,DSP BlackRock Invmt Managers Pvt. Ltd.,INF740K01GG5,equity,INR,
128,india,Dsp Top 100 Equity Fund - Direct Plan - Growth,0P0000XW2X,DSP BlackRock Invmt Managers Pvt. Ltd.,INF740K01PR3,equity,INR,
129,india,Jm Large Cap Fund (direct) Dividend Payout Option,0P0000XV3X,JM Financial Asset Management Limited,INF192K01BX5,equity,INR,
130,india,Jm Large Cap Fund (direct) - Growth Option,0P0000XV40,JM Financial Asset Management Limited,INF192K01BZ0,equity,INR,
131,india,Hdfc Standard Life - Growth Fund Investment Life,0P0000NNEZ,HDFC Standard Life Insurance Co. Ltd.,,equity,INR,
132,india,Canara Hsbc Oriental Bank Of Commerce Life - Unit Linked Equity Ii Fund,0P0000SEL6,Canara HSBC Orient BankofCom Life Ins Co,,equity,INR,
133,india,Dsp Top 100 Equity Fund Growth,0P00005VAE,DSP BlackRock Invmt Managers Pvt. Ltd.,INF740K01243,equity,INR,
134,india,Dsp Top 100 Equity Fund Dividend Payout,0P00005VAD,DSP BlackRock Invmt Managers Pvt. Ltd.,INF740K01227,equity,INR,
135,india,Jm Large Cap Fund Annual Dividend Payout Option,0P00016BMC,JM Financial Asset Management Limited,INF192K01JS8,equity,INR,
136,india,Kotak Bluechip Growth,0P00005WSE,Kotak Mahindra Asset Management Co Ltd,INF174K01153,equity,INR,
137,india,Bajaj Allianz Life - Pure Stock Fund,0P0000NQ9P,Bajaj Allianz Life Insurance Company Ltd,,equity,INR,
138,india,Sbi Life - Index Fund,0P0000NRF6,SBI Life Insurance Co Ltd,,equity,INR,
139,india,Idbi India Top 100 Equity Fund Direct Dividend Payout,0P0000XUZN,IDBI Asset Management Limited,INF397L01BW0,equity,INR,
140,india,Idbi India Top 100 Equity Fund Direct Growth,0P0000XUZO,IDBI Asset Management Limited,INF397L01BV2,equity,INR,
141,india,Pnb Met Life - Virtue Fund Ii,0P0000NPEH,PNB MetLife India Insurance Co. Ltd.,,equity,INR,
142,india,Pgim India Large Cap Fund Direct Plan Dividend Payout,0P0000XW3C,DHFL Pramerica Asset Managers Private Limited,INF663L01GS2,equity,INR,
143,india,Pgim India Large Cap Fund Direct Plan Growth,0P0000XW3D,DHFL Pramerica Asset Managers Private Limited,INF663L01GR4,equity,INR,
144,india,Icici Prudential Life - Pension R.i.c.h. Fund Ii,0P0000NRDM,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
145,india,Bharti Axa Life - Growth Opportunities Plus Fund,0P0000NND2,Bharti AXA Life Insurance Pvt. Ltd.,,equity,INR,
146,india,Hdfc Standard Life - Equity Managed Investment Pension,0P0000SBP8,HDFC Standard Life Insurance Co. Ltd.,,equity,INR,
147,india,Icici Prudential Life - Pension Opportunities Fund,0P0000NRDB,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
148,india,Reliance Life Pure Equity Fund 2,0P0000NPKG,Reliance Nippon Life Insurance Company Limited.,,equity,INR,
149,india,Invesco India Largecap Fund Direct Plan Dividend Payout,0P0000XVGK,Invesco Asset Management (India) Private Ltd,INF205K01KZ1,equity,INR,
150,india,Invesco India Largecap Fund - Direct Plan - Growth,0P0000XVGP,Invesco Asset Management (India) Private Ltd,INF205K01LB0,equity,INR,
151,india,Edelweiss Tokio Life - Equity Top 250,0P0000VRVN,Edelweiss Tokio Life Insurance Co. Ltd,,equity,INR,
152,india,Tata Aia Life - Tata Aia Top 200,0P0000NQKN,TATA AIA Life Insurance Company Limited,,equity,INR,
153,india,Tata Aia Life - Life Select Equity Fund,0P0000NQJW,TATA AIA Life Insurance Company Limited,,equity,INR,
154,india,Bharti Axa Life - Grow Money Plus,0P0000NND0,Bharti AXA Life Insurance Pvt. Ltd.,,equity,INR,
155,india,Idbi Federal Life - Pure Fund,0P0000S4AQ,IDBI Federal Life Insurance Co. Ltd,,equity,INR,
156,india,Kotak Mahindra Old Mutual Life - Kotak Pension Classic Opportunities Fund,0P0000NPBK,Kotak Mahindra Old Mutual Life Insu Ltd.,,equity,INR,
157,india,Icici Prudential Life - Flexi Growth Fund Iii,0P0000NQWE,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
158,india,Aditya Birla Sun Life - Individual Pure Equity Fund,0P0000WDSZ,Birla Sun Life Insurance Co. Ltd.,,equity,INR,
159,india,Icici Prudential Life - Flexi Growth Fund Iv,0P0000NQWD,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
160,india,Icici Prudential Life - Health Flexi Growth Fund,0P0000NQWY,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
161,india,Bajaj Allianz Life - Equity Plus Fund,0P0000NQT3,Bajaj Allianz Life Insurance Company Ltd,,equity,INR,
162,india,Hdfc Standard Life - Growth Fund Investment Pension,0P0000SBP9,HDFC Standard Life Insurance Co. Ltd.,,equity,INR,
163,india,Aditya Birla Sun Life - Individual Magnifier Fund,0P0000NNDK,Birla Sun Life Insurance Co. Ltd.,,equity,INR,
164,india,Icici Prudential Life - Pension Flexi Growth Fund,0P0000NQXU,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
165,india,Icici Prudential Life - Maximiser Fund Ii,0P0000NQXC,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
166,india,Icici Prudential Life - Flexi Growth Fund Ii,0P0000NQWB,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
167,india,Icici Prudential Life - Pension Maximiser Fund Ii,0P0000NQXY,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
168,india,Bnp Paribas Large Cap Fund Direct Plan Dividend Payout Option,0P0000XVYP,BNP Paribas Asset Mgmt India Pvt. Ltd,INF251K01HL1,equity,INR,
169,india,Bnp Paribas Large Cap Fund Direct Plan Growth Option,0P0000XVYQ,BNP Paribas Asset Mgmt India Pvt. Ltd,INF251K01HN7,equity,INR,
170,india,Icici Prudential Life - Opportunity Fund,0P0000NQXO,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
171,india,Jm Core 11 Fund - Growth,0P0000ADWQ,JM Financial Asset Management Limited,INF192K01577,equity,INR,
172,india,Kotak Mahindra Old Mutual Life - Kotak Frontline Equity Fund,0P0000NPBD,Kotak Mahindra Old Mutual Life Insu Ltd.,,equity,INR,
173,india,Bnp Paribas Large Cap Fund Dividend Payout,0P00005V31,BNP Paribas Asset Mgmt India Pvt. Ltd,INF251K01910,equity,INR,
174,india,Bnp Paribas Large Cap Fund Growth,0P00005V32,BNP Paribas Asset Mgmt India Pvt. Ltd,INF251K01894,equity,INR,
175,india,Icici Prudential Life - Pension Multi Cap Growth Fund,0P0000NRD8,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
176,india,Icici Prudential Life - Pension Flexi Growth Fund Ii,0P0000NQXX,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
177,india,Hdfc Standard Life - Equity Managed Investment Life,0P0000NNEX,HDFC Standard Life Insurance Co. Ltd.,,equity,INR,
178,india,Tata Aia Life - Super Select Equity Fund,0P0000NQJX,TATA AIA Life Insurance Company Limited,,equity,INR,
179,india,Icici Prudential Life - Pension R.i.c.h. Fund,0P0000NRDN,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
180,india,Icici Prudential Life - Flexi Growth Fund,0P0000NQWC,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
181,india,Reliance Life Equity Fund 2,0P0000NPLO,Reliance Nippon Life Insurance Company Limited.,,equity,INR,
182,india,Kotak Mahindra Old Mutual Life - Kotak Opportunities Fund,0P0000NNZI,Kotak Mahindra Old Mutual Life Insu Ltd.,,equity,INR,
183,india,Sbi Healthcare Opportunities Fund Regular Dividend Payout,0P00005USK,SBI Funds Management Private Limited,INF200K01453,equity,INR,
184,india,Hdfc Small Cap Fund-direct Dividend Payout Option,0P0000XVAB,HDFC Asset Management Company Limited,INF179KA1RX3,equity,INR,
185,india,Sbi Healthcare Opportunities Fund Direct Growth,0P0000XVL7,SBI Funds Management Private Limited,INF200K01UP2,equity,INR,
186,india,Sundaram Mid Cap Institutional Dividend Payout,LP68052635,Sundaram Asset Management Company Ltd,INF903J01215,equity,INR,
187,india,L&t Midcap Fund Direct Plan Growth,0P0000XV82,L&T Investment Management Ltd,INF917K01FZ1,equity,INR,
188,india,L&t Midcap Fund Direct Plan Dividend Payout,0P0000XV81,L&T Investment Management Ltd,INF917K01FX6,equity,INR,
189,india,Sundaram Mid Cap Dividend Payout,0P00005UUI,Sundaram Asset Management Company Ltd,INF903J01181,equity,INR,
190,india,Sundaram Mid Cap Growth,0P00005UUJ,Sundaram Asset Management Company Ltd,INF903J01173,equity,INR,
191,india,Kotak Emerging Equity Scheme Dividend Payout,0P00008TH7,Kotak Mahindra Asset Management Co Ltd,INF174K01DT7,equity,INR,
192,india,Kotak Emerging Equity Scheme Growth,0P00008TPO,Kotak Mahindra Asset Management Co Ltd,INF174K01DS9,equity,INR,
193,india,Kotak Emerging Equity Scheme Direct Growth,0P0000XV5R,Kotak Mahindra Asset Management Co Ltd,INF174K01LT0,equity,INR,
194,india,Kotak Emerging Equity Scheme Direct Dividend Payout,0P0000XXT5,Kotak Mahindra Asset Management Co Ltd,INF174K01LU8,equity,INR,
195,india,L&t Midcap Fund Dividend Payout,0P00005V8E,L&T Investment Management Ltd,INF917K01239,equity,INR,
196,india,L&t Midcap Fund Growth,0P00005X47,L&T Investment Management Ltd,INF917K01254,equity,INR,
197,india,Tata Aia Life - Whole Life Mid-cap Equity Fund,0P0000NQKA,TATA AIA Life Insurance Company Limited,,equity,INR,
198,india,Uti Mid Cap Fund-direct Income Payout,0P0000XVTM,UTI Asset Management Company Ltd,INF789F01TY8,equity,INR,
199,india,Uti Mid Cap Fund-growth Option- Direct,0P0000XVTG,UTI Asset Management Company Ltd,INF789F01UA6,equity,INR,
200,india,Axis Midcap Fund Direct Plan Dividend Payout,0P0000XVUE,Axis Asset Management Company Limited,INF846K01EF7,equity,INR,
201,india,Axis Midcap Fund Direct Plan Growth,0P0000XVUH,Axis Asset Management Company Limited,INF846K01EH3,equity,INR,
202,india,Axis Midcap Dividend Payout,0P0000TDG7,Axis Asset Management Company Limited,INF846K01867,equity,INR,
203,india,Axis Midcap Growth,0P0000TDG8,Axis Asset Management Company Limited,INF846K01859,equity,INR,
204,india,Sbi Magnum Midcap Fund Direct Growth,0P0000XVKO,SBI Funds Management Private Limited,INF200K01TP4,equity,INR,
205,india,Sundaram Mid Cap Direct Plan Dividend Payout Option,0P0000XVNU,Sundaram Asset Management Company Ltd,INF903J01MH7,equity,INR,
206,india,Sbi Magnum Midcap Fund Direct Dividend Payout,0P0000XVKR,SBI Funds Management Private Limited,INF200K01TN9,equity,INR,
207,india,Sundaram Mid Cap Institutional Growth,0P0000K9VG,Sundaram Asset Management Company Ltd,INF903J01207,equity,INR,
