,country,name,symbol,issuer,isin,asset_class,currency,underlying
395,india,Uti Regular Savings Fund Regluar Plan Months Payment Dividend Payout,0P0000JWUO,UTI Asset Management Company Ltd,INF789F01927,equity,INR,
396,india,Jm Arbitrage Fund (direct) Dividend Payout Option,0P0000XV3O,JM Financial Asset Management Limited,INF192K01BL0,equity,INR,
397,india,Hdfc Childrens Gift Fund Direct Plan(lock-in),0P0000XW72,HDFC Asset Management Company Limited,,equity,INR,
398,india,Hdfc Childrens Gift Fund(lock-in),0P00005WLU,HDFC Asset Management Company Limited,,equity,INR,
399,india,Icici Prudential Child Care Fund (gift Plan) Direct Plan,0P0000XWA7,ICICI Prudential Asset Management Company Limited,INF109K01Y49,equity,INR,
400,india,Icici Prudential Child Care Fund (gift Plan),0P00005WZS,ICICI Prudential Asset Management Company Limited,INF109K01605,equity,INR,
401,india,Sbi Magnum Children's Benefit Fund Direct Growth,0P0000XVJN,SBI Funds Management Private Limited,INF200K01QR6,equity,INR,
402,india,Sbi Magnum Children's Benefit Fund Regular Growth,0P00005WF1,SBI Funds Management Private Limited,INF200K01776,equity,INR,
403,india,Aditya Birla Sun Life - Individual Enhancer Fund,0P0000NNDH,Birla Sun Life Insurance Co. Ltd.,,equity,INR,
404,india,Hdfc Hybrid Debt Monthly Dividend Payout,0P00005WMZ,HDFC Asset Management Company Limited,INF179K01AA2,equity,INR,
405,india,Hdfc Hybrid Debt Growth,LP62501593,HDFC Asset Management Company Limited,INF179K01AE4,equity,INR,
406,india,Hdfc Hybrid Debt Quarterly Dividend Payout,0P00005WN0,HDFC Asset Management Company Limited,INF179K01AC8,equity,INR,
407,india,Hdfc Hybrid Debt Direct Plan Monthly Dividend Payout Option,0P0000XW8I,HDFC Asset Management Company Limited,INF179K01XF3,equity,INR,
408,india,Hdfc Hybrid Debt Direct Plan Quarterly Dividend Payout Option,0P0000XW8J,HDFC Asset Management Company Limited,INF179K01XH9,equity,INR,
409,india,Hdfc Hybrid Debt Direct Plan Growth Option,0P0000XW8G,HDFC Asset Management Company Limited,INF179K01XE6,equity,INR,
410,india,Uti Regular Savings Fund Regluar Plan Flexi Dividend Payout,0P00005UY2,UTI Asset Management Company Ltd,INF789F01877,equity,INR,
411,india,Uti Regular Savings Fund Regluar Plan Monthly Dividend Payout,0P00005UY3,UTI Asset Management Company Ltd,INF789F01901,equity,INR,
412,india,Uti Regular Savings Fund-flexi Dividend Payout- Monthly Payment Direct,0P000176G5,UTI Asset Management Company Ltd,INF789F01UM1,equity,INR,
413,india,Uti Regular Savings Fund Regluar Plan Growth,0P00005UY1,UTI Asset Management Company Ltd,INF789F01893,equity,INR,
414,india,Uti Regular Savings Fund-monthly Dividend Payout-direct,0P0000XVTJ,UTI Asset Management Company Ltd,INF789F01UK5,equity,INR,
415,india,Uti Regular Savings Fund-flexi Dividend Payout- Direct,0P0000XYEI,UTI Asset Management Company Ltd,INF789F01UH1,equity,INR,
416,india,Sbi Debt Hybrid Fund Regular Monthly Dividend Payout,0P00005US5,SBI Funds Management Private Limited,INF200K01867,equity,INR,
417,india,Sbi Debt Hybrid Fund Regular Quarterly Dividend Payout,0P00005US6,SBI Funds Management Private Limited,INF200K01883,equity,INR,
418,india,Sbi Debt Hybrid Fund Regular Growth,0P00005US4,SBI Funds Management Private Limited,INF200K01859,equity,INR,
419,india,Sundaram Debt Oriented Hybrid Fund - Direct Plan - Growth Option,0P0000XVMS,Sundaram Asset Management Company Ltd,INF903J01OP6,equity,INR,
420,india,Sundaram Debt Oriented Hybrid Fund Growth,0P0000N9YQ,Sundaram Asset Management Company Ltd,INF903J01HB0,equity,INR,
421,india,Sundaram Debt Oriented Hybrid Fund Plan Direct Plan Quarterly Dividend Payout Option,0P0000XVMZ,Sundaram Asset Management Company Ltd,INF903J01OR2,equity,INR,
422,india,Aditya Birla Sun Life - Individual Balancer Fund,0P0000NNDG,Birla Sun Life Insurance Co. Ltd.,,equity,INR,
423,india,Aditya Birla Sun Life - Individual Pension Plan Growth Fund,0P0000NNDP,Birla Sun Life Insurance Co. Ltd.,,equity,INR,
424,india,Edelweiss Tokio Life - Managed Fund,0P0000VRVP,Edelweiss Tokio Life Insurance Co. Ltd,,equity,INR,
425,india,Lic Of India - Market Plus Secure,0P0000NPC6,Life Insurance Corporation of India,,equity,INR,
426,india,Future Generali Life - Future Pension Balance Fund,0P0000NNEK,Future Generali India Life Insur Co.,,equity,INR,
427,india,Kotak India Eq Contra Fund -dividend Payout Direct,0P0000XV5P,Kotak Mahindra Asset Management Co Ltd,INF174K01LA0,equity,INR,
428,india,Kotak India Eq Contra Fund - Growth - Direct,0P0000XV5Q,Kotak Mahindra Asset Management Co Ltd,INF174K01KZ9,equity,INR,
429,india,Kotak India Eq Contra Fund -dividend Reinvestment Direct,0P0001BJFA,Kotak Mahindra Asset Management Co Ltd,,equity,INR,
430,india,Kotak India Eq Contra Fund Dividend Reinvestment,0P0001BASW,Kotak Mahindra Asset Management Co Ltd,INF174K01260,equity,INR,
431,india,Kotak India Eq Contra Fund Growth,0P00005WSS,Kotak Mahindra Asset Management Co Ltd,INF174K01245,equity,INR,
432,india,Kotak India Eq Contra Fund Dividend Payout,0P00005WSR,Kotak Mahindra Asset Management Co Ltd,INF174K01252,equity,INR,
433,india,Sbi Magnum Global Fund Direct Dividend Payout,0P0000XVK1,SBI Funds Management Private Limited,INF200K01SL5,equity,INR,
434,india,Sbi Magnum Global Fund Direct Growth,0P0000XVK5,SBI Funds Management Private Limited,INF200K01SN1,equity,INR,
435,india,Sbi Magnum Global Fund Regular Growth,0P00005UR8,SBI Funds Management Private Limited,INF200K01271,equity,INR,
436,india,Sbi Magnum Global Fund Regular Dividend Payout,0P00005UR7,SBI Funds Management Private Limited,INF200K01255,equity,INR,
437,india,Sbi Magnum Equity Esg Fund Direct Dividend Payout,0P0000XVJY,SBI Funds Management Private Limited,INF200K01SC4,equity,INR,
438,india,Sundaram Debt Oriented Hybrid Fund Half Yearly Dividend Payout,0P0000N9YT,Sundaram Asset Management Company Ltd,INF903J01HE4,equity,INR,
439,india,Sundaram Debt Oriented Hybrid Fund Quarterly Dividend Payout,0P0000N9YS,Sundaram Asset Management Company Ltd,INF903J01HD6,equity,INR,
440,india,Sundaram Debt Oriented Hybrid Fund Monthly Dividend Payout,0P0000N9YR,Sundaram Asset Management Company Ltd,INF903J01HC8,equity,INR,
441,india,Hdfc Standard Life - Defensive Managed Investment Pension,0P0000SBP5,HDFC Standard Life Insurance Co. Ltd.,,equity,INR,
442,india,Sbi Debt Hybrid Fund Direct Plan Annual Dividend Payout,0P0000XVKW,SBI Funds Management Private Limited,INF200K01TQ2,equity,INR,
443,india,Sbi Debt Hybrid Fund Direct Plan Monthly Dividend Payout,0P0000XVKU,SBI Funds Management Private Limited,INF200K01TT6,equity,INR,
444,india,Sbi Debt Hybrid Fund Direct Plan Quarterly Dividend Payout,0P0000XVKS,SBI Funds Management Private Limited,INF200K01TV2,equity,INR,
445,india,Sbi Debt Hybrid Fund Direct Plan Growth,0P0000XVKQ,SBI Funds Management Private Limited,INF200K01TS8,equity,INR,
446,india,Lic Of India - Health Plus,0P0000NPCM,Life Insurance Corporation of India,,equity,INR,
447,india,Bnp Paribas Conservative Hybrid Fund Direct Plan Growth Option,0P0000XVZ1,BNP Paribas Asset Mgmt India Pvt. Ltd,INF251K01HR8,equity,INR,
448,india,Franklin India Debt Hybrid - Direct - Growth,0P0000XW6B,Franklin Templeton Asst Mgmt(IND)Pvt Ltd,INF090I01GF1,equity,INR,
449,india,Franklin India Debt Hybrid Growth,0P00005VEK,Franklin Templeton Asst Mgmt(IND)Pvt Ltd,INF090I01EA7,equity,INR,
450,india,Aditya Birla Sun Life - Individual Builder Fund,0P0000NNDF,Birla Sun Life Insurance Co. Ltd.,,equity,INR,
451,india,Jm Arbitrage Fund Dividend Payout,0P00008TGA,JM Financial Asset Management Limited,INF192K01494,equity,INR,
452,india,Kotak Debt Hybrid Direct Growth,0P0000XZRU,Kotak Mahindra Asset Management Co Ltd,INF174K01JZ1,equity,INR,
453,india,Kotak Debt Hybrid Growth,0P00005WU2,Kotak Mahindra Asset Management Co Ltd,INF174K01393,equity,INR,
454,india,Dsp Regular Saving Fund Direct Plan Growth,0P0000XW25,DSP BlackRock Invmt Managers Pvt. Ltd.,INF740K01NO5,equity,INR,
455,india,Axis Regular Saver Fund Direct Plan Growth Option,0P0000XVU1,Axis Asset Management Company Limited,INF846K01EA8,equity,INR,
456,india,Idfc Regular Savings Fund Direct Plan Growth,0P0000XV0U,IDFC Asset Management Company Limited,INF194K015B9,equity,INR,
457,india,Idfc Regular Savings Fund Regular Plan Growth,0P0000N0BA,IDFC Asset Management Company Limited,INF194K01RW9,equity,INR,
458,india,Lic Of India - Endowment Plus Balanced,0P0000S4MS,Life Insurance Corporation of India,,equity,INR,
459,india,Hdfc Standard Life - Defensive Managed Investment Life Ii,0P0000NNEW,HDFC Standard Life Insurance Co. Ltd.,,equity,INR,
460,india,Hdfc Standard Life - Defensive Managed Investment Life,0P0000NNEV,HDFC Standard Life Insurance Co. Ltd.,,equity,INR,
461,india,Hdfc Standard Life - Defensive Managed Investment Pension Ii,0P0000NNFB,HDFC Standard Life Insurance Co. Ltd.,,equity,INR,
462,india,Kotak Debt Hybrid Direct Quarterly Dividend Payout,0P0000Y325,Kotak Mahindra Asset Management Co Ltd,INF174K01KC8,equity,INR,
463,india,Sbi Magnum Equity Esg Fund Direct Growth,0P0000XVJV,SBI Funds Management Private Limited,INF200K01SE0,equity,INR,
464,india,Jm Arbitrage Fund Quarterly Bonus Option - Principal Units,0P0001551W,JM Financial Asset Management Limited,INF192K01IF7,equity,INR,
465,india,Jm Arbitrage Fund Bonus,0P00013MAM,JM Financial Asset Management Limited,INF192K01GJ3,equity,INR,
466,india,Idfc Arbitrage Fund - Regular Plan - Growth,0P000093FW,IDFC Asset Management Company Limited,INF194K01649,equity,INR,
467,india,Idfc Arbitrage Fund-direct Plan- Annual Dividend Payout,0P00015BZ3,IDFC Asset Management Company Limited,INF194KA1YG5,equity,INR,
468,india,Idfc Arbitrage Fund Regular Plan Dividend Payout,0P000093BO,IDFC Asset Management Company Limited,INF194K01656,equity,INR,
469,india,Nippon India Arbitrage Fund Direct Plan Monthly Dividend Payout Option,0P00012N5X,Reliance Nippon Life Asset Management Ltd,INF204KA1MV7,equity,INR,
470,india,Nippon India Arbitrage Fund Monthly Dividend Payout Option,0P00012N5W,Reliance Nippon Life Asset Management Ltd,INF204KA1MT1,equity,INR,
471,india,Nippon India Arbitrage Fund Dividend Payout,0P0000PYDE,Reliance Nippon Life Asset Management Ltd,INF204K01IZ8,equity,INR,
472,india,Nippon India Arbitrage Fund - Growth,0P0000PYDD,Reliance Nippon Life Asset Management Ltd,INF204K01IY1,equity,INR,
473,india,Nippon India Arbitrage Fund - Direct Plan - Growth,0P0000XVD1,Reliance Nippon Life Asset Management Ltd,INF204K01XZ7,equity,INR,
474,india,Nippon India Arbitrage Fund Direct Plan Dividend Payout Option,0P0000XVD6,Reliance Nippon Life Asset Management Ltd,INF204K01YA8,equity,INR,
475,india,Hdfc Arbitrage Fund Retail Monthly Dividend Payout,0P0000AERR,HDFC Asset Management Company Limited,,equity,INR,
476,india,Hdfc Arbitrage Fund-direct Plan Dividend Payout Quarterly Option,0P0000XW6O,HDFC Asset Management Company Limited,INF179K01UV6,equity,INR,
477,india,Hdfc Arbitrage Fund Wholesale Plan Growth,0P0000AF09,HDFC Asset Management Company Limited,INF179K01343,equity,INR,
478,india,Hdfc Arbitrage Fund Wholesale Plan Monthly Dividend Payout Option,0P00012M9A,HDFC Asset Management Company Limited,INF179KA1KO7,equity,INR,
479,india,Hdfc Arbitrage Fund Wholesale Plan Normal Dividend Payout,0P0000AF07,HDFC Asset Management Company Limited,INF179KA1KM1,equity,INR,
480,india,Hdfc Arbitrage Fund Wholesale Plan Growth Option Direct Plan,0P00012M9B,HDFC Asset Management Company Limited,INF179KA1KT6,equity,INR,
481,india,Hdfc Arbitrage Fund Retail Quarterly Dividend Payout,0P0000AF0A,HDFC Asset Management Company Limited,INF179K01327,equity,INR,
482,india,Hdfc Arbitrage Fund Wholesale Plan Dividend Payout Option Direct Plan,0P00012M9C,HDFC Asset Management Company Limited,INF179KA1KQ2,equity,INR,
483,india,Hdfc Arbitrage Fund Retail Growth,0P0000AF0B,HDFC Asset Management Company Limited,INF179K01319,equity,INR,
484,india,Hdfc Arbitrage Fund Wholesale Plan Monthly Dividend Payout Option Direct Plan,0P00012M9D,HDFC Asset Management Company Limited,INF179KA1KS8,equity,INR,
485,india,Idfc Arbitrage Fund - Direct Plan - Growth,0P0000XXYE,IDFC Asset Management Company Limited,INF194K01Y60,equity,INR,
486,india,Hdfc Arbitrage Fund -direct Plan - Growth Option,0P0000XW6N,HDFC Asset Management Company Limited,INF179K01UU8,equity,INR,
487,india,Idfc Arbitrage Fund-regular Plan- Annual Dividend Payout,0P00015M8L,IDFC Asset Management Company Limited,INF194KA1YD2,equity,INR,
488,india,Icici Prudential Equity Arbitrage Fund Direct Plan Dividend Payout,0P0000XWAL,ICICI Prudential Asset Management Company Limited,INF109K017O2,equity,INR,
489,india,Uti Value Opportunities Fund Regular Plan Dividend Payout,0P00005UZP,UTI Asset Management Company Ltd,INF789F01AE0,equity,INR,
490,india,Kotak Mahindra Old Mutual Life - Kotak Dynamic Balanced Fund,0P0000NNZN,Kotak Mahindra Old Mutual Life Insu Ltd.,,equity,INR,
491,india,Sbi Life - Equity Elite Fund,0P0000NRFH,SBI Life Insurance Co Ltd,,equity,INR,
492,india,Icici Prudential Life - Flexi Balanced Fund Iii,0P0000NQWA,ICICI Prudential Life Insurance Co Ltd,,equity,INR,
493,india,Kotak Mahindra Old Mutual Life - Kotak Pension Balanced Fund Ii,0P0000NPBO,Kotak Mahindra Old Mutual Life Insu Ltd.,,equity,INR,
494,india,Shriram Life - Maximus Plus,0P0000NPNG,Shriram Life Insurance Co. Ltd.,,equity,INR,
495,india,Kotak Equity Arbitrage Fund Bimonthly Dividend Payout,0P00014LYF,Kotak Mahindra Asset Management Co Ltd,INF174K01F18,equity,INR,
496,india,Kotak Equity Arbitrage Fund - Growth - Direct,0P0000XV5S,Kotak Mahindra Asset Management Co Ltd,INF174K01LC6,equity,INR,
497,india,Kotak Equity Arbitrage Fund Monthly Dividend Payout Direct,0P0000XV5T,Kotak Mahindra Asset Management Co Ltd,INF174K01LE2,equity,INR,
498,india,Kotak Equity Arbitrage Fund Bimothly Dividend Payout Direct,0P00014MH8,Kotak Mahindra Asset Management Co Ltd,INF174K01F26,equity,INR,
499,india,Kotak Equity Arbitrage Fund Monthly Dividend Payout,0P00005WSP,Kotak Mahindra Asset Management Co Ltd,INF174K01328,equity,INR,
500,india,Kotak Equity Arbitrage Fund Fortnightly Direct Dividend Payout,0P00019CQO,Kotak Mahindra Asset Management Co Ltd,INF174K013K9,equity,INR,
501,india,Kotak Equity Arbitrage Fund Growth,0P00005WSQ,Kotak Mahindra Asset Management Co Ltd,INF174K01302,equity,INR,
502,india,Kotak Equity Arbitrage Fund Fortnightly Regular Dividend Payout,0P00019CQT,Kotak Mahindra Asset Management Co Ltd,INF174K012K1,equity,INR,
503,india,Icici Prudential Equity Arbitrage Fund Direct Plan Growth,0P0000XWAM,ICICI Prudential Asset Management Company Limited,INF109K016O4,equity,INR,
504,india,Icici Prudential Equity Arbitrage Fund Institutional Plan Growth,0P00008TN0,ICICI Prudential Asset Management Company Limited,INF109K01BD1,equity,INR,
505,india,Icici Prudential Equity Arbitrage Fund Regular Dividend Payout,0P00008TN1,ICICI Prudential Asset Management Company Limited,INF109K01EF0,equity,INR,
506,india,Icici Prudential Equity Arbitrage Fund Retail Plan Growth,0P00008TN2,ICICI Prudential Asset Management Company Limited,INF109K01BF6,equity,INR,
507,india,Icici Prudential Equity Arbitrage Fund Direct Plan Bonus,0P00013Z3J,ICICI Prudential Asset Management Company Limited,INF109KA1C07,equity,INR,
508,india,Idfc Arbitrage Fund Direct Plan Dividend Payout,0P0000XY13,IDFC Asset Management Company Limited,INF194K01Y78,equity,INR,
509,india,Sbi Arbitrage Opportunities Fund Regular Growth,0P00008TOM,SBI Funds Management Private Limited,INF200K01156,equity,INR,
510,india,Sbi Arbitrage Opportunities Fund Direct Dividend Payout,0P0000XVJ9,SBI Funds Management Private Limited,INF200K01QS4,equity,INR,
511,india,Sbi Arbitrage Opportunities Fund Direct Growth,0P0000XVJE,SBI Funds Management Private Limited,INF200K01QU0,equity,INR,
512,india,Pgim India Arbitrage Fund Regular Plan Monthly Dividend Payout,0P000142VR,DHFL Pramerica Asset Managers Private Limited,INF223J011M3,equity,INR,
513,india,Pgim India Arbitrage Fund Regular Plan Annual Dividend Payout,0P000142VT,DHFL Pramerica Asset Managers Private Limited,INF223J012M1,equity,INR,
514,india,Pgim India Arbitrage Fund Regular Plan Quarterly Dividend Payout,0P000142VS,DHFL Pramerica Asset Managers Private Limited,INF223J010M5,equity,INR,
515,india,Pgim India Arbitrage Fund Direct Plan Growth,0P000142VU,DHFL Pramerica Asset Managers Private Limited,INF223J013N7,equity,INR,
516,india,Jm Arbitrage Fund (direct) Quarterly Dividend Payout Option,0P00016GZ4,JM Financial Asset Management Limited,INF192K01KQ0,equity,INR,
517,india,Jm Arbitrage Fund Annual Dividend Payout Option,0P00016GYX,JM Financial Asset Management Limited,INF192K01KW8,equity,INR,
518,india,Jm Arbitrage Fund Monthly Dividend Payout Option,0P00016GYY,JM Financial Asset Management Limited,INF192K01KK3,equity,INR,
519,india,Jm Arbitrage Fund Half Yearly Dividend Payout Option,0P00016GZ0,JM Financial Asset Management Limited,INF192K01KS6,equity,INR,
520,india,Jm Arbitrage Fund Quarterly Dividend Payout Option,0P00016GYZ,JM Financial Asset Management Limited,INF192K01KO5,equity,INR,
521,india,Jm Arbitrage Fund (direct) Annual Dividend Payout Option,0P00016GZ3,JM Financial Asset Management Limited,INF192K01KY4,equity,INR,
522,india,Jm Arbitrage Fund (direct) Monthly Dividend Payout Option,0P00016GZ2,JM Financial Asset Management Limited,INF192K01KM9,equity,INR,
523,india,Jm Arbitrage Fund (direct) Half Yearly Dividend Payout Option,0P00016GZ1,JM Financial Asset Management Limited,INF192K01KU2,equity,INR,
524,india,Jm Arbitrage Fund (direct) - Half Yearly Bonus Option - Principal Units,0P0001551Y,JM Financial Asset Management Limited,INF192K01ID2,equity,INR,
525,india,Jm Arbitrage Fund (direct) - Growth Option,0P0000XV3S,JM Financial Asset Management Limited,INF192K01BN6,equity,INR,
526,india,Jm Arbitrage Fund Growth,0P00008TMW,JM Financial Asset Management Limited,INF192K01510,equity,INR,
527,india,Jm Arbitrage Fund (direct) - Bonus Option,0P00013LLY,JM Financial Asset Management Limited,INF192K01GL9,equity,INR,
528,india,Jm Arbitrage Fund (direct) - Annual Bonus Option,0P0001551Z,JM Financial Asset Management Limited,INF192K01GX4,equity,INR,
529,india,Jm Arbitrage Fund (direct) - Quarterly Bonus Option - Principal Units,0P00015521,JM Financial Asset Management Limited,INF192K01IH3,equity,INR,
530,india,Jm Arbitrage Fund Annual Bonus Option - Principal Units,0P0001551U,JM Financial Asset Management Limited,INF192K01GV8,equity,INR,
531,india,Pgim India Arbitrage Fund Regular Plan Regular Dividend Payout,0P000142VQ,DHFL Pramerica Asset Managers Private Limited,INF223J019L8,equity,INR,
532,india,Pgim India Arbitrage Fund Regular Plan Growth,0P000142VP,DHFL Pramerica Asset Managers Private Limited,INF223J019N4,equity,INR,
533,india,Pgim India Arbitrage Fund Direct Plan Regular Dividend Payout,0P000142VV,DHFL Pramerica Asset Managers Private Limited,INF223J019M6,equity,INR,
534,india,Pgim India Arbitrage Fund Direct Plan Annual Dividend Payout,0P000142VX,DHFL Pramerica Asset Managers Private Limited,INF223J012N9,equity,INR,
535,india,Sbi Arbitrage Opportunities Fund Regular Dividend Payout,0P00008TGV,SBI Funds Management Private Limited,INF200K01131,equity,INR,
536,india,Aditya Birla Sun Life Arbitrage Fund Dividend Payout Direct Plan,0P0000Z6XG,Aditya Birla Sun Life AMC Ltd,INF209K01P80,equity,INR,
537,india,Aditya Birla Sun Life Arbitrage Fund Growth,0P0000L16O,Aditya Birla Sun Life AMC Ltd,INF209K01264,equity,INR,
538,india,Aditya Birla Sun Life Arbitrage Fund Growth Direct Plan,0P0000XVWB,Aditya Birla Sun Life AMC Ltd,INF209K01VP1,equity,INR,
539,india,Aditya Birla Sun Life Arbitrage Fund Dividend Payout,0P0000L16T,Aditya Birla Sun Life AMC Ltd,INF209K01256,equity,INR,
540,india,Edelweiss Arbitrage Fund Regular Dividend Payout,0P00013LLJ,Edelweiss Asset Management Limited,INF754K01EG1,equity,INR,
541,india,Edelweiss Arbitrage Fund Direct Growth,0P00013LLL,Edelweiss Asset Management Limited,INF754K01EA4,equity,INR,
542,india,Edelweiss Arbitrage Fund Regular Bonus,0P00013LLK,Edelweiss Asset Management Limited,INF754K01EJ5,equity,INR,
543,india,Edelweiss Arbitrage Fund Direct Dividend Payout,0P00013LLM,Edelweiss Asset Management Limited,INF754K01EB2,equity,INR,
544,india,Jm Arbitrage Fund Half Yearly Bonus Option - Principal Units,0P0001551X,JM Financial Asset Management Limited,INF192K01IB6,equity,INR,
545,india,Edelweiss Arbitrage Fund Regular Growth,0P00013LLI,Edelweiss Asset Management Limited,INF754K01EF3,equity,INR,
546,india,Uti Arbitrage Fund Regular Plan Dividend Payout,0P00008TMR,UTI Asset Management Company Ltd,INF789FB1RH4,equity,INR,
547,india,Uti Arbitrage Fund Regular Plan Growth,0P00008U7H,UTI Asset Management Company Ltd,INF789FB1RJ0,equity,INR,
548,india,Uti Arbitrage Fund Dividend Payout Option- Direct,0P0000Y40W,UTI Asset Management Company Ltd,INF789FB1RE1,equity,INR,
549,india,Axis Arbitrage Regular Growth,0P00013Y7P,Axis Asset Management Company Limited,INF846K01QC8,equity,INR,
550,india,Axis Arbitrage Regular Dividend Payout,0P00013Y7Q,Axis Asset Management Company Limited,INF846K01QD6,equity,INR,
551,india,Axis Arbitrage Direct Dividend Payout,0P00013Y7S,Axis Asset Management Company Limited,INF846K01QA2,equity,INR,
552,india,Axis Arbitrage Direct Growth,0P00013Y7R,Axis Asset Management Company Limited,INF846K01PZ1,equity,INR,
553,india,Pgim India Arbitrage Fund Direct Plan Monthly Dividend Payout,0P000142VW,DHFL Pramerica Asset Managers Private Limited,INF223J011N1,equity,INR,
554,india,Pgim India Arbitrage Fund Direct Plan Quarterly Dividend Payout,0P00014K6B,DHFL Pramerica Asset Managers Private Limited,INF223J010N3,equity,INR,
555,india,Uti Arbitrage Fund - Growth Option- Direct,0P0000XYEF,UTI Asset Management Company Ltd,INF789FB1RG6,equity,INR,
556,india,Sbi Magnum Equity Esg Fund Regular Growth,0P00009J47,SBI Funds Management Private Limited,INF200K01214,equity,INR,
557,india,Sbi Magnum Equity Esg Fund Regular Dividend Payout,0P00005UQU,SBI Funds Management Private Limited,INF200K01198,equity,INR,
558,india,Reliance Power & Infra Fund - Growth,0P00005WDM,Reliance Nippon Life Asset Management Ltd,INF204K01AE0,equity,INR,
559,india,Mirae Asset Emerging Bluechip Growth,0P0000ON3O,Mirae Asset Global Inv (India) Pvt. Ltd,INF769K01101,equity,INR,
560,india,Mirae Asset Emerging Bluechip Fund - Direct Plan - Growth,0P0000XV9V,Mirae Asset Global Inv (India) Pvt. Ltd,INF769K01BI1,equity,INR,
561,india,Mirae Asset Emerging Bluechip Fund Direct Plan Dividend Payout,0P0000XVMT,Mirae Asset Global Inv (India) Pvt. Ltd,INF769K01BJ9,equity,INR,
562,india,Canara Robeco Emerging Equities-direct Plan-dividend Payout Option,0P0000XVZZ,Canara Robeco Asset Management Co. Ltd.,INF760K01EG8,equity,INR,
563,india,Canara Robeco Emerging Equities Dividend Payout,0P00005X3H,Canara Robeco Asset Management Co. Ltd.,INF760K01175,equity,INR,
564,india,Canara Robeco Emerging Equities Growth,0P00005V77,Canara Robeco Asset Management Co. Ltd.,INF760K01167,equity,INR,
565,india,Icici Prudential Large & Mid Cap Fund Direct Plan Dividend Payout,0P0000XUZ7,ICICI Prudential Asset Management Company Limited,INF109K019N0,equity,INR,
566,india,Icici Prudential Large & Mid Cap Fund Direct Plan Growth,0P0000XUZ8,ICICI Prudential Asset Management Company Limited,INF109K011O5,equity,INR,
567,india,Icici Prudential Large & Mid Cap Fund Growth,0P00005UMR,ICICI Prudential Asset Management Company Limited,INF109K01431,equity,INR,
568,india,Icici Prudential Large & Mid Cap Fund Dividend Payout,0P00005UMS,ICICI Prudential Asset Management Company Limited,INF109K01EQ7,equity,INR,
569,india,Nippon India Vision Fund Institutional Dividend Payout,0P00009Q9T,Reliance Nippon Life Asset Management Ltd,INF204K01331,equity,INR,
570,india,Nippon India Vision Fund - Direct Plan - Growth Plan,0P0000XVG5,Reliance Nippon Life Asset Management Ltd,INF204K01F20,equity,INR,
571,india,Nippon India Vision Fund Direct Plan Dividend Payout Option,0P0000XVG7,Reliance Nippon Life Asset Management Ltd,INF204K01F04,equity,INR,
572,india,Nippon India Vision Fund - Direct Plan - Bonus Plan,0P0000XVG4,Reliance Nippon Life Asset Management Ltd,INF204K01E96,equity,INR,
573,india,Reliance Vision Fund - Growth,0P00005UQP,Reliance Nippon Life Asset Management Ltd,INF204K01406,equity,INR,
574,india,Reliance Vision Fund - Bonus,0P00005UQN,Reliance Nippon Life Asset Management Ltd,INF204K01398,equity,INR,
575,india,Reliance Vision Fund Dividend Payout,0P00005UQO,Reliance Nippon Life Asset Management Ltd,INF204K01372,equity,INR,
576,india,Invesco India Growth Opportunities Fund Dividend Payout,0P00009J3Y,Invesco Asset Management (India) Private Ltd,INF205K01262,equity,INR,
577,india,Invesco India Growth Opportunities Fund - Growth,0P00009J43,Invesco Asset Management (India) Private Ltd,INF205K01247,equity,INR,
578,india,Mirae Asset Emerging Bluechip Dividend Payout,0P0000ON3P,Mirae Asset Global Inv (India) Pvt. Ltd,INF769K01127,equity,INR,
579,india,Invesco India Growth Opportunities Fund - Direct Plan - Growth,0P0000XVGS,Invesco Asset Management (India) Private Ltd,INF205K01MA0,equity,INR,
580,india,Idbi Nifty Junior Index Growth,0P0000PUUG,IDBI Asset Management Limited,INF397L01174,equity,INR,
581,india,Idbi Nifty Junior Index Fund Direct Growth,0P0000XV00,IDBI Asset Management Limited,INF397L01AW2,equity,INR,
582,india,Motilal Oswal Focused 25 Direct Dividend Payout,0P0000YU95,Motilal Oswal Asset Management Co. Ltd,INF247L01205,equity,INR,
583,india,Motilal Oswal Focused 25 Regular Growth,0P0000YU92,Motilal Oswal Asset Management Co. Ltd,INF247L01155,equity,INR,
584,india,Motilal Oswal Focused 25 Regular Dividend Payout,0P0000YU93,Motilal Oswal Asset Management Co. Ltd,INF247L01171,equity,INR,
585,india,Motilal Oswal Focused 25 Direct Growth,0P0000YU94,Motilal Oswal Asset Management Co. Ltd,INF247L01189,equity,INR,
586,india,L&t Focused Equity Fund Regular Growth,0P0001EVPN,L&T Investment Management Ltd,INF917K01B14,equity,INR,
587,india,Iifl Focused Equity Fund Regular Growth,0P00014KAS,IIFL Asset Management Limited,INF579M01878,equity,INR,
588,india,Idfc Asset Allocation Fund Of Fund - Conservative Plan - Direct Plan - Growth,0P0000YG7N,IDFC Asset Management Company Limited,INF194K016A9,equity,INR,
589,india,Franklin India Life Stage Fund Of Funds - The 40s Plan Growth,0P00005VEB,Franklin Templeton Asst Mgmt(IND)Pvt Ltd,INF090I01650,equity,INR,
590,india,Franklin India Life Stage Fund Of Funds - The 40s Plan - Direct - Growth,0P0000XW64,Franklin Templeton Asst Mgmt(IND)Pvt Ltd,INF090I01IE0,equity,INR,
